,0
992,31048.248
993,20681.062
994,21191.182
995,19065.078
996,13362.51
997,12992.457
998,11767.102
999,11689.999
1000,11133.232
1001,20828.469
1002,20273.064
1003,23138.195
1004,22270.691
1005,24706.367
1006,32287.574
1007,33113.08
1008,26212.746
1009,30857.21
1010,34779.727
1011,41246.945
1012,34737.945
1013,32120.555
1014,26306.18
1015,38603.54
1016,45954.844
1017,40108.977
1018,36233.39
1019,49823.016
1020,43253.64
1021,27539.174
1022,19207.86
1023,18335.072
1024,18660.834
1025,19272.73
1026,14327.593
1027,17776.156
1028,20375.76
1029,22976.361
1030,30890.668
1031,23779.521
1032,24591.31
1033,22972.465
1034,23567.72
1035,19295.037
1036,20251.021
1037,18209.996
1038,18654.752
1039,15349.664
1040,15784.235
1041,15983.803
1042,13431.645
1043,17062.969
1044,14895.531
1045,14611.076
1046,14654.816
1047,16878.604
1048,14978.735
1049,13482.463
1050,13685.311
1051,13021.73
1052,11702.061
1053,13332.434
1054,9065.588
1055,13355.977
1056,15196.673
1057,15645.917
1058,19436.836
1059,11617.679
1060,28084.035
1061,24587.223
1062,39134.574
1063,18516.05
1064,51521.25
1065,32422.547
1066,54313.85
1067,26163.73
1068,5554.908
1069,17218.281
1070,24017.371
1071,20924.258
1072,13681.165
1073,16125.675
1074,16342.671
1075,13271.195
1076,14933.889
1077,14320.026
1078,14674.485
1079,13524.801
1080,14280.609
1081,13140.894
1082,13156.122
1083,12800.701
1084,13622.263
1085,13431.113
1086,13855.643
1087,14589.378
1088,14376.398
1089,15907.959
1090,15170.474
1091,18304.018
1092,14715.51
1093,16094.797
1094,16130.957
1095,15711.911
1096,15413.212
1097,14073.13
1098,15165.377
1099,16703.957
1100,15920.104
1101,16783.201
1102,17047.156
1103,17507.752
1104,12632.652
1105,11995.359
1106,10898.019
1107,9632.969
1108,7144.7744
1109,9090.924
1110,7423.3965
1111,4061.9502
1112,15102.18
1113,14274.334
1114,17009.135
1115,29311.14
1116,36582.36
1117,36408.344
1118,32077.305
1119,40373.336
1120,32724.172
1121,24577.182
1122,26865.674
1123,10638.488
1124,14472.251
1125,11996.291
1126,11066.019
1127,11349.578
1128,10552.801
1129,10400.232
1130,8847.253
1131,10861.043
1132,8690.967
1133,10180.787
1134,10201.367
1135,9186.994
1136,11027.301
1137,11138.283
1138,12416.68
1139,12129.097
1140,14184.846
1141,14549.936
1142,15608.933
1143,12796.947
1144,19217.723
1145,20150.291
1146,17323.453
1147,17354.428
1148,16277.585
1149,17140.32
1150,13927.831
1151,13885.155
1152,13940.953
1153,15638.64
1154,14585.715
1155,14021.32
1156,15601.766
1157,17330.395
1158,16019.643
1159,17498.307
1160,16967.664
1161,16354.718
1162,14402.301
1163,16631.97
1164,13781.824
1165,13850.204
1166,11877.339
1167,12486.797
1168,12263.883
1169,11991.402
1170,11897.593
1171,11035.038
1172,9753.362
1173,8047.5664
1174,6214.961
1175,6171.4287
1176,6508.415
1177,7771.8184
1178,5287.5225
1179,6485.6455
1180,7712.374
1181,9915.636
1182,10995.504
1183,9103.24
1184,11972.227
1185,12506.318
1186,14073.002
1187,10297.101
1188,12565.703
1189,15744.282
1190,14150.567
1191,14983.839
1192,14037.474
1193,17532.885
1194,14133.111
1195,15558.259
1196,15850.424
1197,16219.877
1198,15166.107
1199,13348.144
1200,13436.104
1201,12184.447
1202,12150.021
1203,13106.778
1204,13172.849
1205,13202.21
1206,13543.12
1207,14509.181
1208,14903.585
1209,16546.227
1210,18067.984
1211,14716.546
1212,15509.212
1213,15807.047
1214,13723.149
1215,13422.679
1216,13032.17
1217,15863.684
1218,11409.486
1219,12680.669
1220,12274.764
1221,11987.696
1222,11077.318
1223,14478.5
1224,11123.372
1225,10447.906
1226,10983.029
1227,9666.4375
1228,8904.561
1229,7813.3965
1230,8286.769
1231,8194.831
1232,8130.5693
1233,6659.587
1234,8996.223
1235,9279.21
1236,8994.407
1237,7885.506
1238,9754.722
1239,8990.266
1240,8743.298
1241,8283.934
1242,8472.031
1243,8865.873
1244,9897.558
1245,9942.828
1246,12335.652
1247,14668.154
1248,13884.97
1249,15698.596
1250,13923.32
1251,12623.43
1252,12415.238
1253,11111.195
1254,10660.547
1255,10671.89
1256,10920.807
1257,11040.684
1258,12157.807
1259,11167.746
1260,12096.801
1261,13587.913
1262,13460.939
1263,11229.381
1264,12889.162
1265,13167.642
1266,12597.103
1267,12252.385
1268,11325.777
1269,11234.4795
1270,11271.387
1271,10954.979
1272,11365.15
1273,11571.793
1274,12352.895
1275,11417.36
1276,11419.658
1277,11686.811
1278,11162.309
1279,9884.54
1280,10388.508
1281,10145.334
1282,9576.408
1283,10907.549
1284,10422.856
1285,11084.823
1286,10582.374
1287,11463.646
1288,6993.3145
1289,13600.918
1290,9069.295
1291,7945.542
1292,6318.1504
1293,6412.703
1294,5823.1914
1295,4875.3467
1296,5847.2754
1297,4186.716
1298,3093.3916
1299,3595.167
1300,3927.4346
1301,3289.251
1302,3456.0732
1303,3833.7559
1304,3502.6484
1305,4049.8145
1306,4257.0215
1307,4219.996
1308,5004.378
1309,4315.7363
1310,3650.7295
1311,3760.502
1312,3737.2402
1313,3667.5127
1314,3802.1826
1315,3795.5479
1316,3100.5469
1317,4886.968
1318,2195.628
1319,3725.4727
1320,3380.33
1321,3880.04
1322,4657.086
1323,4075.7285
1324,3944.7725
1325,4093.4248
1326,4448.7666
1327,4734.617
1328,5673.91
1329,5486.0244
1330,6104.7715
1331,6710.495
1332,7291.8
1333,7106.2715
1334,7008.1836
1335,7023.547
1336,6737.6514
1337,6214.784
1338,6559.09
1339,6460.8916
1340,7638.454
1341,6786.0684
1342,6657.9023
1343,6208.4326
1344,6822.8516
1345,5431.2246
1346,5021.925
1347,4721.1104
1348,4614.872
1349,4273.952
1350,3762.663
1351,4149.329
1352,4375.3076
1353,3970.2178
1354,3970.3867
1355,3934.2559
1356,4219.249
1357,3711.1143
1358,3362.6309
1359,3695.1133
1360,4736.081
1361,3677.1465
1362,3227.1396
1363,3857.0059
1364,3824.3281
1365,3953.7617
1366,3752.4424
1367,3905.2012
1368,3552.379
1369,4335.997
1370,4254.5127
1371,4305.5273
1372,4655.624
1373,4632.998
1374,4794.1885
1375,4810.785
1376,4926.408
1377,5023.915
1378,4596.918
1379,4632.2793
1380,4293.6064
1381,5593.2363
1382,4636.0635
1383,5462.2363
1384,6562.709
1385,5724.0537
1386,5403.337
1387,5710.6416
1388,5789.9355
1389,4819.2383
1390,6406.033
1391,5056.329
1392,4361.1787
1393,5787.4277
1394,4623.9365
1395,5018.2236
1396,5444.6104
1397,4221.537
1398,6686.538
1399,4519.412
1400,4374.835
1401,4154.8945
1402,3755.1514
1403,3982.338
1404,4163.2305
1405,4219.9062
1406,4063.504
1407,4003.9355
1408,4141.4785
1409,4107.6943
1410,4423.043
1411,3961.08
1412,3695.5322
1413,3816.3232
1414,3828.5771
1415,3792.0664
1416,3604.0771
1417,3637.954
1418,4340.3594
1419,4036.2168
1420,4448.758
1421,4263.1855
1422,4697.927
1423,4380.9453
1424,4623.884
1425,5198.468
1426,3839.713
1427,4625.6787
1428,4423.8555
1429,5245.075
1430,8755.0625
1431,8792.601
1432,7839.05
1433,8028.6807
1434,8098.491
1435,8683.47
1436,7783.5166
1437,9106.558
1438,8549.139
1439,7397.9336
1440,8742.193
1441,8285.859
1442,8406.247
1443,8499.094
1444,7581.008
1445,9181.42
1446,8044.0586
1447,7497.657
1448,8386.939
1449,7246.3506
1450,7394.325
1451,6544.0615
1452,7135.3516
1453,7055.6455
1454,7459.4404
1455,6953.74
1456,9251.326
1457,7224.9688
1458,8053.8926
1459,8064.252
1460,8257.496
1461,8668.912
1462,8399.17
1463,10367.406
1464,8634.078
1465,9268.314
1466,9088.26
1467,8682.385
1468,9657.041
1469,8658.973
1470,8772.361
1471,8923.909
1472,9381.92
1473,7460.3887
1474,8782.184
1475,8718.516
1476,8737.924
1477,8787.995
1478,8914.043
1479,8937.866
1480,9169.777
1481,9692.816
1482,8879.981
1483,9504.994
1484,8853.043
1485,9602.411
1486,8921.051
1487,9624.459
1488,9351.396
1489,8383.874
1490,9011.9
1491,8158.0684
1492,8561.518
1493,8556.502
1494,8523.092
1495,8721.542
1496,8305.37
1497,8368.227
1498,8245.736
1499,8709.765
1500,8169.997
1501,8089.7695
1502,7821.6846
1503,8228.111
1504,8131.706
1505,6395.62
1506,7121.241
1507,7194.9717
1508,6559.7217
1509,6526.0273
1510,6819.798
1511,6529.4834
1512,6686.201
1513,7158.784
1514,7230.8955
1515,8432.316
1516,7761.6104
1517,7922.299
1518,7795.799
1519,8321.45
1520,7814.673
1521,6853.285
1522,7033.957
1523,6997.2363
1524,7156.462
1525,6413.666
1526,6861.0156
1527,7030.666
1528,7209.6924
1529,7323.1396
1530,7667.6455
1531,7792.206
1532,8225.017
1533,8859.816
1534,8482.104
1535,8426.47
1536,7744.175
1537,10024.442
1538,8505.5
1539,8944.303
1540,8284.934
1541,8956.175
1542,8441.244
1543,8410.502
1544,7693.0
1545,8847.587
1546,7736.461
1547,8050.382
1548,6688.0283
1549,7005.876
1550,7096.8955
1551,7579.868
1552,7075.203
1553,6320.9336
1554,7399.756
1555,7528.1953
1556,8727.309
1557,7359.757
1558,7800.6973
1559,7733.996
1560,7976.7744
1561,7959.3047
1562,7219.422
1563,7106.925
1564,6787.2715
1565,6251.0713
1566,6481.5654
1567,6489.907
1568,6836.9834
1569,7250.6943
1570,6887.6396
1571,6985.381
1572,7465.0117
1573,23640.17
1574,25867.385
1575,22731.06
1576,21358.098
1577,22312.846
1578,22664.268
1579,22304.459
1580,21663.344
1581,21279.86
1582,20466.848
1583,21181.94
1584,20426.637
1585,20814.773
1586,19412.963
1587,20629.38
1588,20772.16
1589,19108.22
1590,19518.035
1591,17770.62
1592,18545.04
1593,17679.203
1594,17599.162
1595,17187.11
1596,16486.504
1597,17558.611
1598,18402.012
1599,18694.742
1600,17904.354
1601,17739.15
1602,18597.71
1603,17422.55
1604,18462.338
1605,18832.836
1606,18474.023
1607,20538.852
1608,20025.87
1609,20787.834
1610,19881.88
1611,22106.582
1612,22805.277
1613,21708.916
1614,22794.621
1615,22016.469
1616,22887.479
1617,22738.928
1618,22305.18
1619,23526.64
1620,21663.648
1621,22622.4
1622,24432.426
1623,25021.059
1624,21993.527
1625,22045.863
1626,21904.924
1627,23153.885
1628,19163.201
1629,21279.123
1630,19942.354
1631,21601.328
1632,20350.648
1633,20018.309
1634,20587.182
1635,20093.023
1636,20560.686
1637,19433.492
1638,19766.79
1639,17853.807
1640,19331.562
1641,18977.43
1642,18907.188
1643,16985.672
1644,19407.748
1645,17680.04
1646,18878.857
1647,18813.566
1648,17177.854
1649,18026.004
1650,19594.266
1651,19514.357
1652,16542.742
1653,19388.113
1654,19020.252
1655,22473.422
1656,21243.242
1657,19047.883
1658,18637.53
1659,19547.465
1660,19929.695
1661,19561.973
1662,18246.238
1663,23336.635
1664,20285.08
1665,20750.684
1666,20188.281
1667,21183.059
1668,21330.762
1669,21928.436
1670,23931.984
1671,22529.941
1672,22696.178
1673,22919.61
1674,22572.244
1675,23216.438
1676,24285.24
1677,22742.607
1678,22081.375
1679,21708.617
1680,23113.662
1681,21307.95
1682,21778.934
1683,21448.762
1684,19502.52
1685,19163.656
1686,18274.115
1687,17605.89
1688,16345.391
1689,17483.887
1690,16778.85
1691,17487.293
1692,16113.447
1693,15933.205
1694,15693.528
1695,14847.596
1696,15257.796
1697,14706.693
1698,14599.18
1699,16791.037
1700,16309.528
1701,13775.892
1702,13606.262
1703,12916.196
1704,14262.988
1705,13355.451
1706,13627.006
1707,12997.523
1708,11592.342
1709,12006.068
1710,11606.711
1711,11236.4375
1712,11308.733
1713,10760.385
1714,10451.411
1715,10964.168
1716,11342.826
1717,10957.361
1718,11303.9375
1719,10073.544
1720,10574.367
1721,10419.311
1722,11143.268
1723,11252.479
1724,10633.021
1725,11257.324
1726,10620.034
1727,11474.924
1728,12365.42
1729,14753.231
1730,16101.63
1731,12782.342
1732,13671.705
1733,11170.686
1734,13645.321
1735,12507.158
1736,11980.243
1737,11977.535
1738,14047.798
1739,11990.616
1740,11581.797
1741,11637.348
1742,10119.513
1743,10622.875
1744,9919.6
1745,10142.673
1746,9353.871
1747,10119.293
1748,9930.686
1749,10251.708
1750,11748.591
1751,10050.371
1752,11101.609
1753,12626.7
1754,10574.251
1755,10388.878
1756,11861.891
1757,10812.16
1758,12402.823
1759,12940.406
1760,12782.072
1761,12588.027
1762,12189.754
1763,15031.594
1764,14535.873
1765,16630.795
1766,15638.245
1767,15941.048
1768,16201.475
1769,16803.795
1770,17922.049
1771,11591.971
1772,14668.471
1773,16986.898
1774,12793.438
1775,13637.752
1776,13732.151
1777,15948.796
1778,14842.537
1779,13979.433
1780,15290.255
1781,16703.51
1782,18768.73
1783,14376.785
1784,16202.676
1785,14859.597
1786,15301.493
1787,16233.731
1788,13829.371
1789,14509.759
1790,13832.515
1791,14202.894
1792,13339.72
1793,12835.805
1794,12673.403
1795,12662.424
1796,12165.548
1797,12798.27
1798,10690.361
1799,12267.818
1800,11721.919
1801,10819.988
1802,12014.336
1803,11495.826
1804,12010.566
1805,10532.273
1806,11181.461
1807,12376.586
1808,12243.582
1809,12883.699
1810,11740.127
1811,14075.835
1812,13261.494
1813,14666.009
1814,12004.977
1815,14722.924
1816,13800.518
1817,15583.264
1818,12502.99
1819,15016.252
1820,13565.75
1821,13094.352
1822,12653.106
1823,12498.622
1824,12927.717
1825,12778.758
1826,13227.493
1827,11471.213
